student_id,study_hours_per_week,attendance_rate,previous_gpa,assignments_completed,tutoring_sessions,sleep_hours,part_time_job,extracurriculars,socioeconomic_index,final_score,grade
79,15.458803882677511,0.8230458939788038,1.9968365201660507,84,4,9.303543554557027,0,4,6.962471858658506,36.33,Average
80,5.0621554269955364,0.7629060242956999,3.2157511738189664,76,1,7.23751305891876,0,0,4.3410488298168755,33.56,At-Risk
81,13.90164056081244,0.8160249085738739,2.436483507544664,83,5,9.41138990997469,1,1,6.814092618520291,44.07,Average
82,16.78556285755873,0.7817036196343348,3.831626743724378,70,1,5.74760877996754,1,1,4.206234277788254,52.34,Pass
83,22.38947022370758,0.8849730412026309,3.995509211900871,85,4,7.575753657145598,0,2,7.063755816329729,89.7,Pass
84,12.408648908631763,0.9148042780153501,2.3400060473299913,93,2,8.073530438635911,0,1,7.563119585215247,34.26,Average
85,10.957531985534061,0.7056812647390461,2.4702657184548515,87,5,6.772784490192093,1,3,7.214973763596803,35.44,Average
86,12.491214782077318,0.6402520455730667,3.315752732187881,62,2,5.266660029305583,0,3,2.0256578322233705,26.16,At-Risk
87,19.57701058851037,0.5796553552276045,2.567721610126291,70,6,6.682622638933246,0,0,6.912039111892161,42.96,Average
88,16.643755548298422,0.8609589592295053,2.7727532692406567,97,2,7.751676319715488,1,2,3.519887945086876,50.48,Average
89,12.351198981164806,0.6675960072591351,2.815233052325446,73,1,7.705864539880838,1,1,1.2592123351240017,26.69,At-Risk
90,17.56633716556678,0.541653128845702,1.6481961062814061,85,3,6.9980456650503315,0,0,4.733476047000586,25.39,At-Risk
91,15.485387746740201,0.8466294325437157,2.7916973523434576,80,4,8.076745531806095,1,4,4.90188792523421,52.29,Pass
92,19.843224952664446,1.0,2.3861633355614957,98,3,8.020103345790824,0,4,5.2045672001720185,62.26,Pass
93,11.489734530613237,0.7992714906152129,2.5041263065601367,89,5,6.371598879928595,0,1,7.3434174885164465,46.75,Average
94,13.361689267011158,0.9006188929341971,3.6661792020812882,67,4,5.175496414170151,0,1,3.7795942822821322,57.2,Pass
95,13.039459234339212,0.8098195230257078,2.046095863432446,79,3,7.228520689612947,1,1,3.837524617935303,19.85,At-Risk
96,7.682425259339407,0.7881332416170629,3.2879231120487864,91,1,6.104034920775512,1,3,1.5449703061713453,31.65,At-Risk
97,16.48060138532288,0.9102891779585323,2.632622241800915,81,3,7.172498321079148,1,1,7.181390943930664,46.2,Average
98,16.305276360899448,0.7651670546973619,2.6321438989024992,66,1,8.61463582426228,0,4,6.110434822596256,38.5,Average
99,15.025567283212304,0.8320870776886284,3.2742231376310267,68,1,7.524990419045317,0,1,4.144826014244092,46.59,Average
100,13.827064333124266,0.8386037367435217,3.004030776741334,60,4,8.555506851066076,0,2,7.346700810256192,36.76,Average
101,7.923146289747929,0.7198291455628342,3.142367798331718,88,3,5.7862242387801155,0,4,5.8362197430418945,37.81,Average
102,12.896773386173205,0.9190450819443827,3.3809107963197165,67,3,8.30494688641683,0,2,5.223204512834857,58.96,Pass
103,13.286427417366152,0.779004829196551,2.6012149700900062,63,2,9.011917517981999,1,4,5.6019208929501385,25.48,At-Risk
104,10.988613653891905,0.7093105808608586,2.4326579592953497,94,6,7.077186408049631,1,0,6.727133127403508,36.35,Average
105,14.193571441669954,0.8643811812284484,2.148909684065321,62,3,9.786464072437226,0,4,6.9400234411713955,32.0,At-Risk
106,17.020254284072692,0.6921838421850756,2.3047536820126266,99,1,5.971082545925674,0,4,3.6006203722664543,44.69,Average
107,24.43092950605265,0.8033817388842954,4.0,66,4,6.233399356288658,0,2,2.266690270520379,74.05,Pass
108,15.872889064159194,0.7989057204026956,3.5468077484420717,86,0,7.7799226605141625,1,2,2.409707630714669,52.08,Pass
109,16.28775195361382,0.9303074678997894,1.989355380275187,60,5,7.065358653796227,1,4,6.754517973127014,31.76,At-Risk
110,14.627770421169163,0.8569637879455944,2.0065252259538577,86,5,6.108511200662526,1,4,8.855859571904134,41.86,Average
111,5.406143923504793,0.7969967649505828,3.0891196370310947,75,1,7.742924891938921,0,3,4.685466505109966,27.29,At-Risk
112,14.867430622753915,0.8981319559040345,3.12835887842678,97,1,7.426649815998872,0,0,2.5256814429651615,59.85,Pass
113,15.301151049705132,0.9668249058820777,3.1293303011904183,66,2,6.296467988161302,1,0,7.809422484644692,42.44,Average
114,27.31621056242643,0.8669372367622235,2.647026523867781,82,4,7.226861951253247,1,1,8.492405269775038,63.17,Pass
115,14.038195176094387,0.8012423143812057,2.7247274439982596,100,3,7.910830624757111,0,4,8.925241988088699,55.98,Pass
116,16.507736711668063,0.642579652117981,2.996727714495614,70,4,6.2698494562017855,0,4,6.461482860223599,41.91,Average
117,14.826441151473784,0.6721863604309554,2.851535803775998,92,4,7.620394971569065,0,4,8.746557034492762,49.36,Average
118,9.156609811902339,0.76337303547744,1.4684197763514788,95,3,5.959548126974383,1,4,1.138734626035669,15.41,At-Risk
119,20.714114072575104,0.7268585357408861,2.6621202216548836,96,1,6.1914107428301834,1,0,1.9651222159257116,52.79,Pass
120,18.759665163433873,0.7775634436417466,2.289156139443812,100,3,8.333904775864333,1,2,1.8331846034688888,45.68,Average
121,18.955159735215233,0.8067979909876529,2.905126851345107,76,2,7.736495551727717,0,3,7.413442158292597,50.04,Average
122,10.453062726026305,0.8635631305228078,4.0,94,3,4.7357949902707315,0,2,1.6262360518922112,67.72,Pass
123,22.013971554680495,0.7915401466329091,3.0204889992845825,64,4,6.550930449948959,0,2,5.467279352196764,61.27,Pass
124,7.990744686038596,0.8583801972591443,2.611882188296561,91,4,7.587636129511791,1,0,5.254362087726602,33.7,At-Risk
125,17.934285469001352,0.8077369297772145,3.353080901186351,62,4,7.166638740626006,0,3,3.7963317120241684,62.25,Pass
126,25.952278129049894,0.5629440120375355,3.0896127323255276,94,0,7.741845094220743,1,4,8.833646529478898,55.4,Pass
127,10.047318374346558,0.6872797527417496,3.0520566942711045,73,0,7.139177991738756,0,0,2.533898816919964,21.7,At-Risk
128,12.16851135198614,0.7827094933134062,3.1641103559294024,90,7,6.8408827918248,1,0,4.1721650595931585,55.79,Pass
129,15.498256825438206,0.6548366308590672,4.0,90,3,6.80420543699531,1,3,7.967543500206362,56.17,Pass
130,12.482621729419003,0.8719914475995446,2.1214669388044505,76,4,8.309415176313443,0,1,1.2738008295395582,37.0,Average
131,7.246682844669337,0.9836900998812437,3.0841792460868724,83,4,7.833927503716748,1,0,7.056553602217318,43.37,Average
132,15.342814874030136,0.946251422203678,2.244171322011077,82,3,7.4856925644945544,0,2,8.347579537254134,45.91,Average
133,9.688481431369475,0.774386855488375,3.1333075878053487,77,5,7.1065997186809335,0,2,9.390410549543505,39.34,Average
134,17.36796215317591,0.9788871364219943,2.2487880931083435,73,1,6.341417570343738,0,4,8.886669764423363,46.65,Average
135,10.402878828830985,0.8178400948642535,2.549579911836949,74,4,6.6318956030061536,1,0,3.8744570515031667,25.03,At-Risk
136,22.749672025087698,0.7595496834658353,2.622946051457256,74,1,8.277605349324253,1,4,6.2772772719065735,38.8,Average
137,11.083733538318814,0.7263916803750873,3.3854900316068255,65,4,8.16460299344346,0,0,1.6956414383541927,41.52,Average
138,13.389692418971622,0.7637036376214247,3.351072666365448,86,4,6.22171308436548,1,3,3.3208300319320774,56.91,Pass
139,19.067586086848348,0.7534187817750526,2.052569574132169,74,1,7.119903817269881,1,0,1.8480014087275665,27.08,At-Risk
140,8.845678417830225,0.8204499466850586,2.832960466599909,95,2,7.598160787136878,1,1,3.8366856113856747,39.49,Average
141,16.137299673020646,0.8192688777259838,2.3742520871504964,67,3,7.519821293687996,0,2,8.876684921128561,41.45,Average
142,21.53571377141214,0.8003655224184097,2.044897053594799,74,2,7.510579219676118,0,3,4.124501557068633,45.01,Average
143,6.962583827193862,0.852432580369562,2.6697897697453774,62,4,5.665510217947917,1,2,6.0570829270128375,20.72,At-Risk
144,15.923169292661521,0.9428775529743609,2.614910326926508,72,2,5.594219093742628,0,4,4.900427633034467,40.53,Average
145,16.299413971242117,0.9139464962529589,4.0,100,8,8.404233692033575,0,3,5.130248718688618,80.62,Pass
146,18.90911435888655,0.6218122437860116,3.0597758952164176,93,4,8.810830238670224,1,1,9.726148466529024,51.01,Pass
147,8.81524644560959,0.4935294638117655,1.9734294995474575,83,4,5.222174633147851,0,2,3.6653902143747215,18.18,At-Risk
148,8.397716934578618,0.9121183893487129,2.4611355974974343,99,1,6.966687836026404,1,0,6.645920225708542,28.87,At-Risk
149,17.60970782808449,0.6359745561901495,3.4128299772576387,91,3,7.976860956799987,0,0,4.780564026215023,60.03,Pass
150,16.48492336616593,0.773028151772878,4.0,91,3,4.355465795488307,1,0,1.5503156294291758,61.03,Pass
151,16.252464251729382,0.6595864368728769,1.848410012657225,89,3,5.711994570305146,0,3,5.403977484618124,32.39,At-Risk
152,16.732241047484877,0.5837623474903977,1.6720453689165728,72,7,6.889363573447444,0,1,8.320089961405975,31.28,At-Risk
153,11.599876392107547,0.8649755273845746,3.922579105223069,60,3,6.283313612730141,0,1,1.8887767181351953,47.45,Average
154,16.161268485805017,0.8910986192363177,3.0337685064225424,93,2,7.250972201374658,1,1,1.6263266265667808,55.12,Pass
155,16.465362366493405,0.7308187519127938,2.27902436087418,74,1,8.764578433220425,1,2,2.3826836835394,24.56,At-Risk
156,11.42824290986816,0.48907492494261084,3.1207774516734608,73,3,5.97664284698412,0,3,7.879601002503755,30.66,At-Risk
157,24.328872555723784,0.7344506662097021,1.2185513565898731,88,3,7.06032746957845,0,0,7.5159584573026414,40.74,Average
158,17.36916460455894,0.8470164806483056,2.8020253039582963,93,0,6.586244652406981,1,2,6.085159920154995,47.05,Average
159,9.043482513986756,0.6225306117471046,2.996692703705851,77,3,7.163638369687767,0,1,5.214037636833692,36.0,Average
160,18.28276804316915,0.8220031903734987,3.3545620837226977,66,5,7.006960142939313,1,0,8.994932332323598,57.39,Pass
161,10.126591648863393,0.7981628180992406,2.1916624286244772,88,4,10.0,0,3,7.900280414501342,31.0,At-Risk
162,18.93542301871226,0.8695149799521307,2.8514122968420152,90,4,8.787492950617095,1,4,8.307480261716247,58.31,Pass
163,20.79297789503702,0.8143496442096985,2.2447452243642476,84,5,5.102877375235322,1,1,8.319360712155888,49.91,Average
164,10.896588408241447,0.6832317270942134,2.95323025340459,97,2,5.9198382844329895,1,1,6.784454392710022,36.99,Average
165,19.81688064622161,0.943588580199739,2.2627922065821853,73,3,6.066571290149663,1,1,5.122131618843513,56.31,Pass
166,17.06390463468249,0.7809764512367636,2.5551394965038674,67,3,5.518869419046639,0,1,8.782099773270854,40.96,Average
167,19.11030079997245,0.7967234552588082,2.2025107631258622,86,4,5.357964423053039,0,0,9.334066758429255,40.06,Average
168,24.483964913269737,0.6880078449112166,3.190681745094194,61,1,6.785960290366261,1,3,1.2142543893250872,43.78,Average
169,13.773059419985648,0.7468061298570188,3.315070669993999,76,2,6.112374923186031,0,2,1.4639938593962616,36.46,Average
170,11.231319178212551,0.6938236743167719,2.6592276580255514,96,3,5.931047600240842,1,0,9.628689672175936,33.71,At-Risk
171,10.552427851872384,0.7792464728091892,2.822942796976017,73,2,9.424568772511355,1,3,3.494445524597753,19.14,At-Risk
172,10.920948575172808,1.0,1.9308451512198732,84,3,6.194946855088383,0,2,8.860324956844767,32.69,At-Risk
173,14.61449145292948,0.6353718628482373,2.6201940111959274,89,5,6.468198726624158,0,1,4.4991560706526235,36.98,Average
174,16.70575987408322,0.6063726322547911,2.769877229774953,88,1,7.8897477843911386,0,3,2.0719005184842003,40.7,Average
175,16.383453996650097,0.9765404392992331,4.0,79,1,6.4641658335107035,0,1,1.7239888018840084,68.66,Pass
176,19.13591624518012,0.7748811587417761,2.132819784535502,80,1,5.601191787457957,0,3,2.4085710917241085,39.18,Average
177,15.065009459389534,0.71971127136081,3.6785063432514624,81,1,6.690472355377923,0,4,3.2490387538062824,50.84,Pass
178,22.267670385786584,0.9247885624875292,3.3981152640794847,94,1,9.410480107475323,0,1,5.396665185377436,68.38,Pass
179,13.67671583381022,0.7273261352315763,2.9683818426940816,96,1,6.422269491682091,0,1,7.313481105092052,47.65,Average
180,28.600845832948096,1.0,3.8551722905170798,75,3,5.90587991700418,0,1,9.8775871883677,100.0,Pass
181,18.12833673882503,0.8813511045607123,3.0232632835641176,76,2,7.504276397018826,0,0,4.9735606896025395,55.97,Pass
182,10.714212217918586,0.7414506310225157,3.033495517400757,75,5,6.632902614808035,0,2,5.663664481087989,39.49,Average
183,9.645537509694439,1.0,2.768127608189473,61,5,10.0,1,1,5.6963413124493005,30.17,At-Risk
184,17.412362076215928,0.7273142092395994,3.5341413294511765,63,2,6.0557236579280795,0,1,5.854909199391424,43.97,Average
185,13.882686073370746,0.8890514446411169,3.45788154028653,80,2,9.08047686425206,0,0,5.65966591394016,57.15,Pass
186,18.57000247046046,0.8359151096487791,2.424593627502272,98,4,8.396067459866854,1,0,1.0789727955572603,58.55,Pass
187,17.366188122867726,0.9562089547278558,2.0084516832407395,93,0,6.542385636253727,1,4,1.0155233989885664,41.14,Average
188,14.635855436715635,0.9873813436072223,2.6782116175626056,89,2,6.995781646412324,0,3,1.8789968631351064,56.86,Pass
189,10.766031409657975,0.803840497887892,2.319976861361412,65,3,5.764144169746586,0,1,1.9140094308626094,28.11,At-Risk
190,7.425763876570677,0.709589855558458,2.7618852552307867,76,3,6.353870164452385,0,3,7.344072180593164,28.52,At-Risk
191,12.767425239664895,0.855196657152694,3.542462880810483,98,3,6.533865004477199,0,0,2.8442442926439977,60.16,Pass
192,19.28199397161736,0.7186741556297473,2.5256190069479256,84,1,7.189424237212547,1,0,9.052426942800516,39.51,Average
193,16.07046872065102,1.0,2.774305971213055,64,3,5.304783848831125,1,4,9.357456966193176,40.98,Average
194,8.77130610644006,0.8163842397299286,2.834813640885037,64,1,7.3737816044035505,1,2,9.783040041063089,20.46,At-Risk
195,15.86590462925591,0.756161413842547,3.3090585293231705,79,2,6.824957894444022,0,0,9.451731743983181,51.67,Pass
196,16.926586898644185,0.8221616367037891,1.4518663996092367,75,2,7.477729361215399,1,1,3.4469948972667215,29.09,At-Risk
197,10.580712818994336,0.6383448452564364,2.435979823140822,100,1,7.65676797069323,0,4,5.587991602331613,24.34,At-Risk
198,15.76862552972764,0.6834063153787219,2.9267702153676836,96,6,6.728877467373058,0,2,2.579094731772469,59.59,Pass
199,15.29104359223,0.9440496689533311,3.5200473738561167,99,2,7.585837332269544,0,4,8.255886896551898,75.75,Pass
200,9.285148510846884,0.7211726865234326,2.504858531496277,68,7,6.895388606288883,0,0,8.995885346296864,34.88,Average
201,16.788936801741418,0.6743706820781673,1.6740683763748754,64,8,7.892167587313678,0,2,8.661599553677634,34.61,Average
202,17.80392263184117,0.8643983303032744,3.1718268675796817,61,2,7.379350979631669,1,3,4.900302538271514,46.66,Average
203,20.415256215876383,0.9422844985595596,2.418782566704622,68,2,7.2172498013752495,0,2,7.8280649621810285,54.21,Pass
204,20.269010260174515,0.8862743972798081,2.086200004545783,95,6,6.877064828639121,0,1,1.878212526186425,56.78,Pass
205,8.111653160214544,0.919525722296698,2.4253927661720653,81,3,8.554979095540014,0,3,1.3622029355732561,27.9,At-Risk
206,10.310874800424386,0.7091845893716647,2.6892847854064903,81,1,7.486222275154027,0,3,7.779127728778848,28.06,At-Risk
207,17.5751763360433,0.6293827199909788,2.4371532012770722,81,3,5.4142450324016815,1,1,4.8281974689581535,24.17,At-Risk
208,17.568929754561044,0.9801600382346585,1.4766603657405584,93,0,6.433659076883343,1,3,9.959943382656123,39.03,Average
209,17.575238431530238,0.7612784193389438,3.338239718132279,88,6,6.725698230007797,1,0,1.8752879426997917,67.52,Pass
210,34.26365745327361,0.7699000380253944,3.5649250247672333,97,2,6.998652207633032,0,2,8.700649133817103,92.74,Pass
211,17.854452553465833,0.959383297021887,3.190913194803703,92,1,7.212048821471808,1,2,5.319847589760926,58.37,Pass
212,20.677828200902994,0.8667476011280792,2.11738859774511,77,3,5.866939942867827,1,1,8.444351759534893,42.72,Average
213,19.770008817466014,0.8547065326497929,2.6791050796314893,66,3,6.91840256750209,0,0,8.354145539531304,48.9,Average
214,18.25695625652899,1.0,2.796087210862325,60,5,6.623054383294156,0,3,9.243928012258696,56.4,Pass
215,13.423653776798272,0.7227778123543829,3.159276633737146,92,1,8.301693091304752,1,2,3.680650101574925,43.87,Average
216,18.794846102466337,0.9113408153697485,3.2010042932308482,60,2,5.805906028814468,0,2,9.548194181158028,51.49,Pass
217,11.13587392731214,0.8068415749876502,2.3594957207329026,83,3,6.979145679990201,0,2,2.3650026432185824,38.37,Average
218,13.815906966299956,0.8322310734635909,2.849197333848136,63,6,6.177537865191447,0,2,1.7377189983414147,46.95,Average
219,12.573182260854482,0.9834162111695038,3.0743682427691446,63,2,9.235595098623751,0,4,4.8845396563511425,41.32,Average
220,15.409370696931612,0.8609402907547549,3.6734933932880596,77,3,8.507936323184177,0,1,8.454906717776584,66.48,Pass
221,26.573292833367542,0.864595529485956,3.2227039238948336,86,4,5.029170501531283,0,3,5.26079017570101,73.94,Pass
222,5.663674037041259,0.9287008804771764,3.2734340124253114,91,5,6.044543577897115,1,3,8.463580097774628,46.43,Average
223,18.43130095187257,0.7562056724548538,2.8502959767576166,92,1,8.045107950481263,0,1,7.567181252148747,55.75,Pass
224,6.936420644051742,0.6992948399193193,3.646275487122102,87,4,7.548739657651842,1,0,2.884855475250402,37.35,Average
225,12.640340671052833,0.674622896717476,3.0458576775756985,100,4,7.511118139175577,0,1,9.539934624095174,52.09,Pass
226,20.444752984836832,0.5640372092748799,2.2833472538958577,95,1,7.229023246911508,1,2,1.5470305176646306,37.68,Average
227,15.321400095477314,1.0,3.6420219820751143,65,6,8.141439862081496,1,2,9.084517367894154,59.28,Pass
228,9.611276110353469,0.6676149961133981,3.2187419635234162,75,5,7.937171925276951,1,1,3.739991040913366,34.2,Average
229,11.423481453700159,0.7734495651697074,2.5341735873229103,93,5,6.651332632336599,1,1,5.5013327484795935,39.52,Average
230,18.39798874467338,0.7667824040133295,2.5123042195604537,82,6,5.560889800087688,1,3,4.801166854306611,46.77,Average
231,11.348166841414317,0.8368888037370922,2.977945327084457,83,3,4.971921686568223,1,3,2.5465110122522456,50.65,Average
232,16.082292947909874,0.8978884655047157,3.0779108771605506,72,1,6.875633529715479,0,4,4.223321797615238,44.84,Average
233,15.227859199519068,0.9032568186031695,2.918375359378724,77,1,4.792118002907488,0,4,2.7364099266351576,51.17,Pass
